tau,rho,precision,recall,far,f1,tp,nAccepted,nFalseAccept
0.0065439110612361,5,0.953811908736784,0.952222222222222,0.0922222222222222,0.953016402557687,1714,1797,83
0.0065439110612361,7,0.953392330383481,0.897777777777778,0.0877777777777778,0.924749642346209,1616,1695,79
0.0065439110612361,10,0.9521625163827,0.807222222222222,0.0811111111111111,0.873722188815394,1453,1526,73
0.00679388079458471,1,0.731538147694818,0.996111111111111,0.724444444444444,0.843566219713009,1793,2451,652
0.00679388079458471,1.1,0.800446428571429,0.996111111111111,0.493333333333333,0.887623762376238,1793,2240,444
0.00679388079458471,1.25,0.834653004191896,0.995555555555556,0.392222222222222,0.908031416265518,1792,2147,353
0.00679388079458471,1.5,0.909969481180061,0.993888888888889,0.195555555555556,0.950079660116835,1789,1966,176
0.00679388079458471,1.75,0.940526315789474,0.992777777777778,0.125555555555556,0.965945945945946,1787,1900,113
0.00679388079458471,2,0.94291754756871,0.991111111111111,0.12,0.966413867822319,1784,1892,108
0.00679388079458471,2.5,0.951154052603328,0.984444444444444,0.101111111111111,0.967512967512967,1772,1863,91
0.00679388079458471,3,0.951430113329736,0.979444444444444,0.1,0.965234054202026,1763,1853,90
0.00679388079458471,4,0.95264017419706,0.972222222222222,0.0966666666666667,0.962331591971405,1750,1837,87
0.00679388079458471,5,0.953811908736784,0.952222222222222,0.0922222222222222,0.953016402557687,1714,1797,83
0.00679388079458471,7,0.953392330383481,0.897777777777778,0.0877777777777778,0.924749642346209,1616,1695,79
0.00679388079458471,10,0.9521625163827,0.807222222222222,0.0811111111111111,0.873722188815394,1453,1526,73
0.00701167118655752,1,0.738467874794069,0.996111111111111,0.698888888888889,0.848155156102176,1793,2428,629
0.00701167118655752,1.1,0.804035874439462,0.996111111111111,0.482222222222222,0.889826302729529,1793,2230,434
0.00701167118655752,1.25,0.835431235431235,0.995555555555556,0.39,0.908491761723701,1792,2145,351
0.00701167118655752,1.5,0.909969481180061,0.993888888888889,0.195555555555556,0.950079660116835,1789,1966,176
0.00701167118655752,1.75,0.940526315789474,0.992777777777778,0.125555555555556,0.965945945945946,1787,1900,113
0.00701167118655752,2,0.94291754756871,0.991111111111111,0.12,0.966413867822319,1784,1892,108
0.00701167118655752,2.5,0.951154052603328,0.984444444444444,0.101111111111111,0.967512967512967,1772,1863,91
0.00701167118655752,3,0.951430113329736,0.979444444444444,0.1,0.965234054202026,1763,1853,90
0.00701167118655752,4,0.95264017419706,0.972222222222222,0.0966666666666667,0.962331591971405,1750,1837,87
0.00701167118655752,5,0.953811908736784,0.952222222222222,0.0922222222222222,0.953016402557687,1714,1797,83
0.00701167118655752,7,0.953392330383481,0.897777777777778,0.0877777777777778,0.924749642346209,1616,1695,79
